loser_id	keep_id	merchant_id	sku	url	url_key	loser_source	canonical_source
255802212	1399299032	shopify_cozey_canada_myshopify_com	cozey-canada.myshopify.com:8221242196166	https://cozey-canada.myshopify.com/products/atmosphere-storage-cover-kits-silver-wip	cozey-canada.myshopify.com/products/atmosphere-storage-cover-kits-silver-wip	shopify	shopify_buy30620_crate
255802213	1399299033	shopify_cozey_canada_myshopify_com	cozey-canada.myshopify.com:8221243834566	https://cozey-canada.myshopify.com/products/atmosphere-storage-cover-kits-smoke-wip	cozey-canada.myshopify.com/products/atmosphere-storage-cover-kits-smoke-wip	shopify	shopify_buy30620_crate
255802602	1399298915	shopify_cozey_canada_myshopify_com	cozey-canada.myshopify.com:7974694813894	https://cozey-canada.myshopify.com/products/mistral-sectional-pebble-block-cushions-cool-water	cozey-canada.myshopify.com/products/mistral-sectional-pebble-block-cushions-cool-water	shopify	shopify_buy30620_crate
255802601	1399298914	shopify_cozey_canada_myshopify_com	cozey-canada.myshopify.com:7975351058630	https://cozey-canada.myshopify.com/products/mistral-sectional-pebble-block-cushions-patio	cozey-canada.myshopify.com/products/mistral-sectional-pebble-block-cushions-patio	shopify	shopify_buy30620_crate
255802595	1399298908	shopify_cozey_canada_myshopify_com	cozey-canada.myshopify.com:7974542442694	https://cozey-canada.myshopify.com/products/mistral-sectional-pebble-block-cushions-sandcastle	cozey-canada.myshopify.com/products/mistral-sectional-pebble-block-cushions-sandcastle	shopify	shopify_buy30620_crate
255802597	1399298910	shopify_cozey_canada_myshopify_com	cozey-canada.myshopify.com:7974546636998	https://cozey-canada.myshopify.com/products/mistral-sectional-pebble-ellipse-cushions-sandcastle	cozey-canada.myshopify.com/products/mistral-sectional-pebble-ellipse-cushions-sandcastle	shopify	shopify_buy30620_crate
255802599	1399298912	shopify_cozey_canada_myshopify_com	cozey-canada.myshopify.com:7974579208390	https://cozey-canada.myshopify.com/products/mistral-sofa-pebble-block-cushions-patio	cozey-canada.myshopify.com/products/mistral-sofa-pebble-block-cushions-patio	shopify	shopify_buy30620_crate
255802594	1399298907	shopify_cozey_canada_myshopify_com	cozey-canada.myshopify.com:7974507282630	https://cozey-canada.myshopify.com/products/mistral-sofa-pebble-block-cushions-sandcastle	cozey-canada.myshopify.com/products/mistral-sofa-pebble-block-cushions-sandcastle	shopify	shopify_buy30620_crate
255802598	1399298911	shopify_cozey_canada_myshopify_com	cozey-canada.myshopify.com:7974568919238	https://cozey-canada.myshopify.com/products/mistral-sofa-pebble-ellipse-cushions-fern	cozey-canada.myshopify.com/products/mistral-sofa-pebble-ellipse-cushions-fern	shopify	shopify_buy30620_crate
255802600	1399298913	shopify_cozey_canada_myshopify_com	cozey-canada.myshopify.com:7974583304390	https://cozey-canada.myshopify.com/products/mistral-sofa-pebble-ellipse-cushions-patio	cozey-canada.myshopify.com/products/mistral-sofa-pebble-ellipse-cushions-patio	shopify	shopify_buy30620_crate
255802596	1399298909	shopify_cozey_canada_myshopify_com	cozey-canada.myshopify.com:7974540738758	https://cozey-canada.myshopify.com/products/mistral-sofa-pebble-ellipse-cushions-sandcastle	cozey-canada.myshopify.com/products/mistral-sofa-pebble-ellipse-cushions-sandcastle	shopify	shopify_buy30620_crate
323469707	1265660666	shopify_cozzari_myshopify_com	cozzari.myshopify.com:15448478744908	https://cozzari.myshopify.com/products/aliita-fantasma-collana	cozzari.myshopify.com/products/aliita-fantasma-collana	shopify	shopify_buy30620_crate
323492974	1265673680	shopify_crafthue_myshopify_com	crafthue.myshopify.com:7543352525009	https://crafthue.myshopify.com/products/multi-purpose-pouch-combo-gond-blue-bird-mauve-garden	crafthue.myshopify.com/products/multi-purpose-pouch-combo-gond-blue-bird-mauve-garden	shopify	shopify_buy30620_crate
323492972	1265673678	shopify_crafthue_myshopify_com	crafthue.myshopify.com:7543352819921	https://crafthue.myshopify.com/products/multi-purpose-pouch-combo-green-knot-orange-madhubani-flower	crafthue.myshopify.com/products/multi-purpose-pouch-combo-green-knot-orange-madhubani-flower	shopify	shopify_buy30620_crate
323492973	1265673679	shopify_crafthue_myshopify_com	crafthue.myshopify.com:7543352688849	https://crafthue.myshopify.com/products/multi-purpose-pouch-combo-mauve-garden-green-knot	crafthue.myshopify.com/products/multi-purpose-pouch-combo-mauve-garden-green-knot	shopify	shopify_buy30620_crate
323492975	1265673681	shopify_crafthue_myshopify_com	crafthue.myshopify.com:7543352361169	https://crafthue.myshopify.com/products/multi-purpose-pouch-combo-orange-suzani-gond-blue-bird	crafthue.myshopify.com/products/multi-purpose-pouch-combo-orange-suzani-gond-blue-bird	shopify	shopify_buy30620_crate
323492971	1265673677	shopify_crafthue_myshopify_com	crafthue.myshopify.com:7549472899281	https://crafthue.myshopify.com/products/multi-purpose-pouch-organizer-blue-knot	crafthue.myshopify.com/products/multi-purpose-pouch-organizer-blue-knot	shopify	shopify_buy30620_crate
323493929	1265674570	shopify_craftmommy_8435_myshopify_com	craftmommy-8435.myshopify.com:10349083132179	https://craftmommy-8435.myshopify.com/products/sailor-moon-samaso-dtf-transfer-copy-1	craftmommy-8435.myshopify.com/products/sailor-moon-samaso-dtf-transfer-copy-1	shopify	shopify_buy30620_crate
