merchant_id,domain,feed_url,feed_type,item_count,validated_at,last_http_status,sample_item_url,sample_item_title,validation_error
00856fef-98ad-5efe-aaab-ee73a0ef82a2243142f5,jockey.com.pk,https://jockey.com.pk/collections/all.atom,atom,25,2026-08-28T16:46:05.463774+00:00,200,https://jockey.com.pk/products/jockey%C2%AE-half-sleeves-pique-navy-polo-shirt,Jockey® Half Sleeves Pique Polo Shirt,
007cacbf-7138-5916-a331-32afc864d1dd256c77af,gopureorganics.myshopify.com,https://gopureorganics.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:05.570365+00:00,200,https://shop.gopure.com/products/instant-lift-eye-gel-gopure,Instant Lift Eye Gel,
005df559-6ba7-58a1-b7b8-54a5ed9dfdd8159e301e,coton-rouge.myshopify.com,https://coton-rouge.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:05.665956+00:00,200,https://cotonvert.com/products/le-sac-cabas-francais-en-coton-bio,Le grand sac cabas français en coton bio,
005a5f41-5fc6-5676-92d7-aae9bf045bed4e4efb5b,happycutiestudio.myshopify.com,https://happycutiestudio.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:05.669412+00:00,200,https://happycutiestudio.com/products/koko-the-koala-is-watching-tv-planner-stickers-102538041,Koko the Koala Is Watching TV Planner Stickers,
00834ad7-1aa0-526c-9aa1-15adaea4d4990f53d992,www-justwatchme-net.myshopify.com,https://www-justwatchme-net.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:05.696821+00:00,200,https://justwatchme.net/products/laco-862092-mulheim-an-der-ruhr-hand-winding-39,Laco 862092 MÜLHEIM AN DER RUHR Hand Winding 39,
008107cb-8a94-5489-bcc9-13e95408ca3d63029f8e,yellow-bee-india.myshopify.com,https://yellow-bee-india.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:05.772704+00:00,200,https://yellowbee.online/products/yellow-bee-girls-disney-moana-12-rubber-bands-1-clutcher-with-flower-shaped-hair-brush-14-piece-combo-multicolourod817-combo107,"Yellow Bee Girls Disney Moana 12 Rubber Bands & 1 Clutcher with Flower Shaped Hair Brush – 14-Piece Combo, Multicolour",
0083c702-a110-5cb7-a2e8-5598804aa4d2f61f0081,cr-sheds.myshopify.com,https://cr-sheds.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:05.774173+00:00,200,https://cr-sheds.myshopify.com/products/12x12-light-stone-insulated-utility-shed,12x12 Light Stone Insulated Utility Shed,
007e0d30-68c0-57e2-840b-0e565d58059b0fe62ab0,earlyvention.myshopify.com,https://earlyvention.myshopify.com/collections/all.atom,atom,3,2026-08-28T16:46:05.815584+00:00,200,https://www.earlyvention.com/products/sensory-exploration-box,Sensory Exploration Box,
00838d9d-6fb3-5a2a-9967-e7d6c495c2c9d5548d07,rt-fastor-default.myshopify.com,https://rt-fastor-default.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:05.906359+00:00,200,https://rt-fastor-default.myshopify.com/products/checkered-shirt-with-long-sleeves-2,Checkered shirt with long sleeves,
008555b7-1648-5a40-89ca-842d99ec18d76d2f455e,centenoschultz.myshopify.com,https://centenoschultz.myshopify.com/collections/all.atom,atom,3,2026-08-28T16:46:05.953270+00:00,200,https://centenoschultz.myshopify.com/products/regenexx-liquid-advanced-stem-cell-support-formula-citrus-flavor,Regenexx Liquid Advanced Stem Cell Support Formula - Citrus Flavor,
008c4608-6639-566d-b671-43b01dc5ced572abbb60,desky.com,https://desky.com/collections/all.atom,atom,25,2026-08-28T16:46:06.017766+00:00,200,https://desky.com/products/almost-perfect-desky-dual-monitor-arm,Almost Perfect Desky Dual Monitor Arm,
007store.com,007store.com,https://007store.com/collections/all.atom,atom,25,2026-08-28T16:46:06.050505+00:00,200,https://007store.com/products/scalextric-james-bond-new-york-taxi-slot-car-live-and-let-die-edition,Scalextric James Bond New York Taxicab Slot Car - Live And Let Die Edition,
00877ce2-8648-5d1f-8a68-e2a4404b0313bf1a4fd9,good-foot-enterprises.myshopify.com,https://good-foot-enterprises.myshopify.com/collections/all.atom,atom,2,2026-08-28T16:46:06.057851+00:00,200,https://good-foot-enterprises.myshopify.com/products/memphis-map-for-elvis-fans,Memphis Map for Elvis Fans,
008ma.com,008ma.com,https://008ma.com/collections/all.atom,atom,25,2026-08-28T16:46:06.332777+00:00,200,https://008ma.com/products/%E3%82%BB%E3%82%A4%E3%82%B3%E3%83%BC-seiko-5-17%E7%9F%B3-%E8%87%AA%E5%8B%95%E5%B7%BB-automatic-38mm-seiko%E3%83%99%E3%83%AB%E3%83%88-ref-7009-876a-cal-7009a-1983%E5%B9%B4%E8%A3%BD%E9%80%A0-%E6%B5%B7%E5%A4%96%E4%BB%95%E6%A7%98,セイコー SEIKO 5 17石 自動巻 Automatic 38mm SEIKOベルト Ref.7009-876A Cal.7009A 1983年製造 海外仕様,
00878d45-4270-5320-8fb0-4a3be4d8ef751f717405,gabishoes.ro,https://gabishoes.ro/collections/all.atom,atom,25,2026-08-28T16:46:06.547979+00:00,200,https://gabishoes.ro/products/pantofi-dama-piele-naturala-lacuita-neagra-gabinna-4473-5,Pantofi Dama Piele Naturala Lacuita Neagra Gabinna 4473-5,
0078e9f9-b664-522b-963f-8255130d825ff9a70b32,mucin-mask-bg.myshopify.com,https://mucin-mask-bg.myshopify.com/collections/all.atom,atom,11,2026-08-28T16:46:06.615945+00:00,200,https://pure-skin.shop/products/%D1%87%D0%B5%D1%82%D0%BA%D0%B0-%D0%B7%D0%B0-%D0%BB%D0%B8%D0%BC%D1%84%D0%B5%D0%BD-%D0%BC%D0%B0%D1%81%D0%B0%D0%B6-%D0%BF%D1%80%D0%B8-%D0%BF%D0%BE%D0%B4%D0%BF%D1%83%D1%85%D0%BD%D0%B0%D0%BB%D0%BE-%D0%BB%D0%B8%D1%86%D0%B5,БОНУС! Четка за лимфен масаж при подпухнало лице,
008bbab5-c2d7-5755-9afb-26ea31adee6083aa1318,359ec9-2.myshopify.com,https://359ec9-2.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:06.757407+00:00,200,https://n1-racing.com/products/hyundai-i20-nline-coilovers-suspension-kit-by-ksport-street-series,HYUNDAI I20 NLINE COILOVERS SUSPENSION KIT BY KSPORT STREET SERIES,
008aebe8-dd15-57f1-9bcc-b19e994cb7cbe89bc960,hdnycapperalstore.myshopify.com,https://hdnycapperalstore.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:06.796173+00:00,200,https://www.hdnycsoho.com/products/harley-davidson-120th-anniversary-wool-varsity-jacket,Harley Davidson 120th Anniversary Wool Varsity Jacket,
00941788-4350-5707-88ce-bf30b713f7e2528098fe,parkssuperior.myshopify.com,https://parkssuperior.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:06.867345+00:00,200,https://parkssuperior.myshopify.com/products/chrysler-pacifica-and-voyager-landau-side-panels,Chrysler Pacifica and Voyager Landau Side Panels,
007a8201-9603-4bd1-a5ac-426056620bed,aa88a6-29.myshopify.com,https://aa88a6-29.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:06.880662+00:00,200,https://amletcandles.com/products/difusor-mikado-pina-colada,DIFUSOR MIKADO - PIÑA COLADA,
008c361f-575d-5921-8f88-bc463cfbd82b3335af90,mjz-intl.myshopify.com,https://mjz-intl.myshopify.com/collections/all.atom,atom,21,2026-08-28T16:46:06.899122+00:00,200,https://maisonmjz.com/products/demo-product,Demo Product,
007bd85d-45e0-5a6a-940e-e35c88b23b016ea57a62,trek-climb-fitness.myshopify.com,https://trek-climb-fitness.myshopify.com/collections/all.atom,atom,1,2026-08-28T16:46:06.916112+00:00,200,https://www.trekandclimbfitness.com/products/base-camp,Base Camp,
007ae0a4-35c1-5f78-a3f6-555e7580e8406878e820,rcpsych.myshopify.com,https://rcpsych.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:06.921848+00:00,200,https://store.rcpsych.ac.uk/products/rcpsych-baseball-cap,RCPsych baseball cap,
007253-2.myshopify.com,007253-2.myshopify.com,https://007253-2.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:06.948588+00:00,200,https://www.elras24.de/products/slider-v1-staubsaugerduse,Abverkauf Slider V1 Staubsaugerdüse,
008f0fbf-fd62-5a19-82bf-525105094892e3d4ff9a,bebff3-ed.myshopify.com,https://bebff3-ed.myshopify.com/collections/all.atom,atom,20,2026-08-28T16:46:06.979069+00:00,200,https://bebff3-ed.myshopify.com/products/1-4pcs-privacy-screen-protector-for-iphone-14-13-11-12-pro-max-mini-7-8-plus-anti-spy-protective-glass-for-iphone-15-x-xr-xs-max,1-4Pcs Privacy Screen Protector for iPhone 14 13 11 12 Pro Max Mini 7 8 Plus Anti-spy Protective Glass for iPhone 15 X XR XS MAX,
0092c1ff-9df6-5d9b-9fc9-93c6a08d1487fd420c60,romeo-kids.myshopify.com,https://romeo-kids.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:07.125832+00:00,200,https://romeokids.com/products/balaca-para-nina-set-flores,Set 2 balacas para niña Clavel,
0073bc54-8382-55e1-a259-971b5db49538b6b4e9c4,kinetik-adrenalink.myshopify.com,https://kinetik-adrenalink.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:07.279442+00:00,200,https://kinetikadrenalink.com/products/aerok-5-bandana-rosy,AEROK 5 BANDANA ROSY,
009ac8b8-e9d8-5a67-9b78-ae56888d6ffc40272642,masonsbritishmarket.com,https://masonsbritishmarket.com/collections/all.atom,atom,25,2026-08-28T16:46:07.351822+00:00,200,https://masonsbritishmarket.com/products/mcvities-milk-chocolate-digestive-large-300g,McVities Milk Chocolate Digestive Large 300g,
0085a884-93e3-5c7b-b7ad-cae3dd7170ceed5790ef,meomyearth.myshopify.com,https://meomyearth.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:07.390737+00:00,200,https://meomyearth.com/products/giraffe-print-on-sage-ground-2pc-infant-toddler-tight-fitting-pajama-set,Giraffe print on sage ground 2pc infant/toddler tight fitting pajama set,
00a049e7-b6c2-5b68-9ddb-9d97d25eb31e3a7b75ee,studio-r330.com,https://studio-r330.com/collections/all.atom,atom,25,2026-08-28T16:46:07.428930+00:00,200,https://studio-r330.com/products/eco-loose-socks-khaki,Eco Loose Socks Khaki,
00952c84-2c5f-5748-bd7a-9d73de677cb74821fa72,0c5bb4-3d.myshopify.com,https://0c5bb4-3d.myshopify.com/collections/all.atom,atom,2,2026-08-28T16:46:07.436154+00:00,200,https://0c5bb4-3d.myshopify.com/products/mini-hats-garland-workshop,Mini Hats Garland Workshop,
0087ca41-8f86-5bc1-8aad-67be6c21cc53657dbc04,edenashram.com,https://edenashram.com/collections/all.atom,atom,25,2026-08-28T16:46:07.481978+00:00,200,https://www.edenashram.com/products/human-premium-rolled-sleeve-t-shirt,Human Premium Rolled Sleeve T-Shirt,
009767-a0.myshopify.com,009767-a0.myshopify.com,https://009767-a0.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:07.568550+00:00,200,https://009767-a0.myshopify.com/products/crossfit-summa-womens-crop-tank-patriotic-edition,CrossFit Summa Women's Crop Tank — Patriotic Edition,
009440a9-9203-4142-908a-3907e72d0bc1,pulse-jigs.myshopify.com,https://pulse-jigs.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:07.590846+00:00,200,https://pulsefish.com/products/pf-nugget-25mm,25mm PF Nugget (Pre-Sale),
007ff78f-a63c-417b-bebb-de3653a429a9,bc468f-3c.myshopify.com,https://bc468f-3c.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:07.621489+00:00,200,https://theepicuriste.ch/products/harry-dog-car-seat-faux-leather-black,Harry Dog Car Seat - Faux Leather Black,
00967938-bfde-54b2-b8b7-9571e52f80a5766a5887,rad-bronco-parts.myshopify.com,https://rad-bronco-parts.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:07.640172+00:00,200,https://radbroncoparts.com/products/3-inch-lift-zone-icon,"3"" Lift Kit for 2021–2025 Ford Bronco Base Models – ICON + Zone Offroad",
0097f77e-1816-5115-9ed2-04b999cdc51b7059afef,2ac090-2.myshopify.com,https://2ac090-2.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:07.661917+00:00,200,https://2ac090-2.myshopify.com/products/flora-belle-halo-ring,Flora Belle Halo Ring,
00a53269-36ff-5f85-89c4-8ce83c8130299a0327a7,ilikeprofessional.com.br,https://ilikeprofessional.com.br/collections/all.atom,atom,25,2026-08-28T16:46:07.699430+00:00,200,https://ilikeprofessional.com.br/products/copia-essencials-sos-condicionador-800ml,Essencials SOS Condicionador - 800ml,
0091d418-2c64-56d4-a384-29fb9b40e2d53065b47b,suter-racing-products.myshopify.com,https://suter-racing-products.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:07.837403+00:00,200,https://suterproducts.com/products/004-51152,Clutch Removal Tool Type 52,
008d29f3-162b-506f-addf-d03097050aba9eb20fe1,hiq-nature.myshopify.com,https://hiq-nature.myshopify.com/collections/all.atom,atom,3,2026-08-28T16:46:07.871601+00:00,200,https://hiq-nature.myshopify.com/products/hiq-ginseng-abo,Neue Produktion: HiQ Ginseng - Jahreskur 4x100 Kps - jetzt sparen!,
00a10f3b-84ad-51f5-8a8d-a48b5ea725e19d47d86f,mrgsts.myshopify.com,https://mrgsts.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:08.271786+00:00,200,https://mrgsts.myshopify.com/products/stacked-diagonal-lure-coursing-t-shirts-light,Diagonal Stacked Lure Coursing T-Shirts - Light,
009b0f59-c412-5260-a823-7e4772c504f788926d82,ocun-au.myshopify.com,https://ocun-au.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:08.288836+00:00,200,https://ocun.com.au/products/ocun-shoulder-strap-crashpad,Ocun Shoulder Strap Crashpad,
008ca510-b843-58ea-97b4-4edc6d2209a0d6707f1d,877d06-3.myshopify.com,https://877d06-3.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:08.313935+00:00,200,https://lovelygiftsfelicia.nl/products/ripple-zeepschaaltje,Ripple Zeepschaaltje,
007c4a0b-a288-534a-bbfd-6311c68f3de65ccf6da0,silly-2.myshopify.com,https://silly-2.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:08.469168+00:00,200,https://silly.si/products/otroska-dvojna-peresnica-pencil-case-double-jeune-premier-cherry-pompon,Otroška dvojna peresnica Pencil Case Double Jeune Premier - Cherry PomPon,
00a0b658-db5b-5c22-93b3-f50263ad77fe67d4dada,augusta-golf-cars.myshopify.com,https://augusta-golf-cars.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:08.471786+00:00,200,https://augustagolfcars.com/products/gtw%C2%AE-godfather-chrome-14-in-wheels-with-225-50-r14-fusion-str-dot-approved-street-tires-full-set,GTW® Godfather Chrome 14 in Wheels with 225/50-R14 Fusion STR DOT Approved Street Tires - Full Set,
009f5278-7e38-58a3-8a78-79023c0c74852550bcd4,confortpiedsdz.com,https://confortpiedsdz.com/collections/all.atom,atom,25,2026-08-28T16:46:08.488105+00:00,200,https://www.confortpiedsdz.com/products/%D9%84%D9%88%D8%AD%D8%A9-%D8%A8%D9%88%D8%B1%D8%AA%D8%B1%D9%8A%D9%87-%D9%85%D8%B1%D8%B3%D9%88%D9%85%D8%A9-%D9%85%D9%86-%D8%B5%D9%88%D8%B1%D8%AA%D9%83-%D8%A5%D8%B7%D8%A7%D8%B1-%D9%81%D8%A7%D8%AE%D8%B1,لوحة بورتريه مرسومة من صورتك — إطار فاخر,
00a59f-bd.myshopify.com,00a59f-bd.myshopify.com,https://00a59f-bd.myshopify.com/collections/all.atom,atom,14,2026-08-28T16:46:08.571068+00:00,200,https://00a59f-bd.myshopify.com/products/spa-gift-certificate,Spa Gift Certificate,
007befae-3898-5e70-8a69-468a7ffa124ad7768fa9,939f54.myshopify.com,https://939f54.myshopify.com/collections/all.atom,atom,13,2026-08-28T16:46:08.619018+00:00,200,https://www.liamigo.de/products/sanddollar-beige,Sanddollar Beige,
00acb9-3.myshopify.com,00acb9-3.myshopify.com,https://00acb9-3.myshopify.com/collections/all.atom,atom,17,2026-08-28T16:46:08.703062+00:00,200,https://00acb9-3.myshopify.com/products/license-plate-sticker,License Plate Sticker,
009a5e91-cd76-5a82-ae2e-255a88c672f8961bfe5d,wellness-reggie.myshopify.com,https://wellness-reggie.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:08.721549+00:00,200,https://wellness-reggie.co.jp/products/%E8%BF%91%E6%97%A5%E7%99%BA%E5%A3%B2%E4%BA%88%E5%AE%9A-%E5%AF%BF%E9%85%A2-%E4%B8%AD%E9%87%8E%E9%85%A2-900ml-6%E6%9C%AC%E3%82%BB%E3%83%83%E3%83%88-%E9%80%81%E6%96%99%E7%84%A1%E6%96%99,寿酢（中野酢）900ml　6本セット【送料無料】,
007f4b68-76d5-5ae3-8e14-86924866984e4a151710,kitchentools.ro,https://kitchentools.ro/collections/all.atom,atom,25,2026-08-28T16:46:08.792342+00:00,200,https://www.kitchentools.ro/products/capac-32cm-din-sticla-termorezistent-potrivit-pentru-cratita-tigaie,"Capac 32cm din sticla termorezistent, potrivit pentru cratita/tigaie",
00a71c24-0319-55e2-9801-05fb48b907fb1359a8c2,proud-farmer.myshopify.com,https://proud-farmer.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:08.838653+00:00,200,https://proudfarmerorganics.com/products/kesari-mango,Kesari Mango,
00b2c2df-56cd-5ef0-a3a5-52e7479fa8a0e352ec04,hillkiller.com,https://hillkiller.com/collections/all.atom,atom,25,2026-08-28T16:46:08.870997+00:00,200,https://hillkiller.com/products/hydra-tall-1,NEW Hydra TALL,
00a-golf.jp,00a-golf.jp,https://00a-golf.jp/collections/all.atom,atom,25,2026-08-28T16:46:08.885104+00:00,200,https://00a-golf.jp/products/%E3%83%88%E3%83%AC%E3%83%B3%E3%83%89%E3%83%AA%E3%83%9C%E3%83%B3%E5%9E%8B%E3%83%99%E3%83%AB%E3%83%88-black,トレンドリボン型ベルト（BLACK）,
00a66c2c-d8e6-586b-906d-046519c5966969b8aafb,homebody-boutique.myshopify.com,https://homebody-boutique.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:08.979653+00:00,200,https://shop.homebodyboutique.com/products/socks-are-you-fuc-ng-kidding-me,Socks :  Are You Fuc**ng Kidding Me?,
009da546-c8eb-583f-8ae1-5bdc363e7b52d0b23d19,salufast.com,https://salufast.com/collections/all.atom,atom,25,2026-08-28T16:46:09.088396+00:00,200,https://salufast.com/products/maxi-pack-fastenbox-ayurveda-fur-5-personen,Maxi-Pack Fastenbox Ayurveda - für 5 Personen,
00b25ff4-4f0d-56f4-a9ac-3871f745e535f843bf87,lakshminiketan.in,https://lakshminiketan.in/collections/all.atom,atom,25,2026-08-28T16:46:09.111958+00:00,200,https://lakshminiketan.in/products/k235-rust-orange-mulchanderi-suit-set,K235 Rust orange mulchanderi suit set,
00a5d9ce-fc19-5a75-b5f5-a503e23b7a95507036ea,b79bdc-2.myshopify.com,https://b79bdc-2.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:09.120695+00:00,200,https://parts-osaka.com/products/yuichi-toyama-u-128rs-col-02,U-128RS col.02,
008b848a-d2d9-5faf-9bca-db9589d5d4c394b56471,melvin-hamilton.de,https://melvin-hamilton.de/collections/all.atom,atom,25,2026-08-28T16:46:09.152528+00:00,200,https://www.melvin-hamilton.de/products/lewis-26-crock-black-crust-stone,Lewis 26,
00a8d5c2-9c23-5017-899d-a370561d0af6e1fb5782,epic-displays.myshopify.com,https://epic-displays.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:09.207884+00:00,200,https://www.epicdisplays.com/products/fast-trak-6-tabletop-display,Fast Trak™ Folding Panel Tabletop Display · 6′ wide,
00b0ee57-016e-5fd7-be1c-0ddec4e1be2a1a7034ed,killerjeansstore.myshopify.com,https://killerjeansstore.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:09.265857+00:00,200,https://www.killerjeans.com/products/ss2025-billinaire-265-fsnslm-prtmlt,Tropical Abstract Print Casual Shirt – Green,
00a71a45-d5c3-5fdc-adfb-002decde76e33e678fb4,oslo-hair-and-beauty.myshopify.com,https://oslo-hair-and-beauty.myshopify.com/collections/all.atom,atom,2,2026-08-28T16:46:09.318370+00:00,200,https://oslo-hair-and-beauty.myshopify.com/products/oslo%C2%AE-e-gift-voucher,OSLO® E-Gift Voucher,
00b4f87c-355b-594a-a376-99962e931523cdc290e7,cindystarfall.myshopify.com,https://cindystarfall.myshopify.com/collections/all.atom,atom,16,2026-08-28T16:46:09.566158+00:00,200,https://cindystarfall.myshopify.com/products/live-phone-call,Live Phone Call,
0038e776-e7b7-5484-bd92-7ab65c33f53514353c44,sarlotesaudumi.lv,https://sarlotesaudumi.lv/collections/all.atom,atom,25,2026-08-28T16:46:09.593827+00:00,200,https://sarlotesaudumi.lv/products/teddy-fliss-ziedi-uz-gaisa-fona,Teddy flīss-ziedi uz gaiša fona,
009ec956-0dcc-5aa3-bda9-61a9df0ac85572a780f0,metallographic.myshopify.com,https://metallographic.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:09.679700+00:00,200,https://shop.metallographic.com/products/mag-b200,"200 mm MAGNETON Magnetic Base Plate with PSA  backed, MAG-B200",
00c218b6-81d7-561b-879b-a17ea781dc603b96c57e,sagamorepub.com,https://sagamorepub.com/collections/all.atom,atom,25,2026-08-28T16:46:09.790810+00:00,200,https://sagamorepub.com/products/taking-the-initiative-ii,Taking the Initiative II,
00bc5887-d929-534f-970f-7345c678dfaf0e0fa65d,thelightingoutlet.com.au,https://thelightingoutlet.com.au/collections/all.atom,atom,25,2026-08-28T16:46:09.802615+00:00,200,https://thelightingoutlet.com.au/products/mecto-indoor-wall-light-in-matte-black-matte-white-or-matte-gold-natural,"Mecto Indoor Wall Light in Matte Black, Matte White or Matte Gold Natural",
008be5c3-b40d-563d-9cba-278896df1233c8fe2f9a,carpetwarehouse.co.uk,https://carpetwarehouse.co.uk/collections/all.atom,atom,25,2026-08-28T16:46:09.970276+00:00,200,https://carpetwarehouse.co.uk/products/highland-12mm-plank-laminate-flooring,Highland 12mm Plank Laminate Flooring,
0098872c-dde0-50bf-ba42-8ca51c5cc5858a59fcc9,aspire-ecig-uk.myshopify.com,https://aspire-ecig-uk.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:10.146310+00:00,200,https://www.aspireeciguk.co.uk/products/nautilus-3sr-replacement-glass,Nautilus 3SR Replacement Glass,
00b8c712-dfdf-5689-955b-fb4768f35cd406240aa6,trendlypk.myshopify.com,https://trendlypk.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:10.164405+00:00,200,https://trendly.pk/products/turbo-flex-360-flexible-faucet-sprayer,Turbo Flex 360 Flexible Faucet Sprayer,
00bdaa.myshopify.com,00bdaa.myshopify.com,https://00bdaa.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:10.225546+00:00,200,https://00bdaa.myshopify.com/products/acapulco-tone-1v3,Acapulco Tone 1v3,
00ba5ef8-bf81-5add-9805-cd888278ba11ee986e54,water-lock-usa.myshopify.com,https://water-lock-usa.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:10.279853+00:00,200,https://artofgutter.com/products/waterlock-micromesh-fits-5-half-round-gutters-sample-free-shipping-1,"Waterlock Micromesh - Fits 5"" Half Round Gutters - Sample (Free Shipping)",
0099ebd9-71c7-5e6d-a877-ebb5656a25033213604f,7fa01b.myshopify.com,https://7fa01b.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:10.335761+00:00,200,https://exc-beauty.com/products/st-family-premium-touch-hyaluronic-acid,ST Family Premium Touch Hyaluronic Acid,
00bfa9-30.myshopify.com,00bfa9-30.myshopify.com,https://00bfa9-30.myshopify.com/collections/all.atom,atom,13,2026-08-28T16:46:10.337598+00:00,200,https://00bfa9-30.myshopify.com/products/silver-mazra-keychain,Silver Mazra Keychain,
00b36785-560a-5cb6-b3c5-04683f50ff78085dd147,new-high-glass-store.myshopify.com,https://new-high-glass-store.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:10.352671+00:00,200,https://www.newhigh.com/products/verbena-fragrance,Verbena Fragrance,
00bf66a4-5d16-5220-ae4e-6f8deef59397c863111a,3846fe-ff.myshopify.com,https://3846fe-ff.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:10.453203+00:00,200,https://www.romco.com.br/products/ford-bronco-xlt-1993,Ford Bronco XLT 1993,
00b9be27-a7f5-5ccd-b8d3-761d53ddd613bab65007,bdacf2-3.myshopify.com,https://bdacf2-3.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:10.471142+00:00,200,https://www.evatashabeauty.com/products/travel-hair-bag-bundle,Hair Renewal Travel Bundle,
00c25d4a-ebaa-5e27-b238-bbcd63050f9d68a726ef,chuck-prophet.myshopify.com,https://chuck-prophet.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:10.485692+00:00,200,https://chuck-prophet.myshopify.com/products/cp17vinyl,"Night Surfer 7"" Singles Collection",
00b22752-7ca5-5966-857e-c43fdca68098988adcf5,the-artisan-butcher.myshopify.com,https://the-artisan-butcher.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:10.528748+00:00,200,https://theartisanbutcher.com/products/sirloin-roasting-joint-offer,Beef Sirloin Joint Offer - Only 26.95 per kg!,
00ba748e-1f21-56cd-b311-7b77d2efd9e5d9551633,4e3ec3-e5.myshopify.com,https://4e3ec3-e5.myshopify.com/collections/all.atom,atom,5,2026-08-28T16:46:10.559271+00:00,200,https://yugi.md/products/yugi-de-migdale-cu-zmeura,YUGI de Migdale cu Zmeură,
00d0ac0b-8662-51de-b375-2f21741da650b3c8e920,fashionnsio.com,https://fashionnsio.com/collections/all.atom,atom,25,2026-08-28T16:46:10.569544+00:00,200,https://fashionnsio.com/products/diamond-bow-necklace-set,Diamond Bow Necklace Set,
00ad1eb9-0fa7-5877-ab2b-a347d42841e10bdf3138,dreams-to-reality-design-ltd.myshopify.com,https://dreams-to-reality-design-ltd.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:10.619434+00:00,200,https://lovelumi.co.uk/products/personalised-engraved-measure-stemmed-wine-glass,Personalised Engraved Measure Stemmed Wine Glass,
00c5097e-fe38-5460-9b84-91020df84ce0def365c5,ulrikatapioblind-print.myshopify.com,https://ulrikatapioblind-print.myshopify.com/collections/all.atom,atom,24,2026-08-28T16:46:10.638514+00:00,200,https://ulrikatapioblind-print.myshopify.com/products/newborn,Newborn,
00a7ead5-d406-52db-959a-4ac1f29c0a848bf691b3,2931d2-3.myshopify.com,https://2931d2-3.myshopify.com/collections/all.atom,atom,11,2026-08-28T16:46:10.858419+00:00,200,https://libelien.it/products/qi-silk-body-serum,QI Silk Body Serum,
00c0e7ca-6a9e-57d4-9168-b940d14e9dcbf86ad183,belleek-us.myshopify.com,https://belleek-us.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:10.993712+00:00,200,https://us.belleek.com/products/belleek-classic-ardagh-trophy-mayo-2026,Belleek Classic Ardagh Trophy - Mayo 2026,
00c4562b-5a0a-4e0b-8999-95ae4c7b254d,lakshmiayurveda.myshopify.com,https://lakshmiayurveda.myshopify.com/collections/all.atom,atom,25,2026-08-28T16:46:11.003924+00:00,200,https://www.lakshmiayurveda.com.au/products/student-consultation,Student Consultation,
00cbce1f-d37e-58cd-8b00-cd963ca9689b0fe981ca,turn-13-motorsports.myshopify.com,https://turn-13-motorsports.myshopify.com/collections/all.atom,atom,6,2026-08-28T16:46:11.026432+00:00,200,https://turn-13-motorsports.myshopify.com/products/2008-r6-velocity-stacks,2008+ R6 Velocity Stacks,
